trustLevel,totalScanTimeInSeconds,grandTotal,scansWithoutRegistration,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud,checkoutTime,customer_sex,storeLocation,paymentType
4,1293,55.85,10,0.00618716163959783,0.0431941221964424,1.125,0,2020/03/26 10:29:02,female,München,Sparkasse Karlsruhe
2,1230,95.63,7,0.0016260162601626,0.0777479674796748,2.5,0,2020/04/29 11:54:11,female,Stuttgart,Visa
6,510,27.59,5,0.0039215686274509795,0.0540980392156863,4.0,0,2020/12/30 21:55:10,female,Stuttgart,Cash
6,1586,90.12,2,0.0182849936948298,0.0568221941992434,0.27586206896551696,0,2020/08/09 16:04:45,female,Frankfurt,Sparkasse Frankfurt
1,1043,26.42,2,0.0172579098753595,0.0253307766059444,0.444444444444444,0,2020/08/29 16:54:53,female,Karlsruhe,BB Bank Karlsruhe
4,975,24.49,2,0.00205128205128205,0.0251179487179487,3.0,0,2020/11/07 19:46:30,male,München,Visa
6,1235,10.5,3,0.0202429149797571,0.008502024291497979,0.16,0,2020/02/14 08:49:03,male,Stuttgart,Cash
6,1034,30.4,3,0.00193423597678917,0.0294003868471954,1.0,0,2020/09/18 17:43:47,male,Stuttgart,Google Pay
1,1812,36.14,1,0.0044150110375275895,0.0199448123620309,1.25,0,2020/10/22 19:07:15,female,München,Google Pay
5,720,73.29,10,0.00555555555555556,0.101791666666667,2.0,0,2020/08/26 16:46:30,female,Frankfurt,Sparkasse Karlsruhe
1,518,48.65,10,0.0501930501930502,0.0939189189189189,0.34615384615384603,1,2020/12/22 13:48:37,male,Frankfurt,Visa
3,1065,15.49,9,0.0187793427230047,0.0145446009389671,0.35,0,2020/04/15 11:19:09,female,Frankfurt,BB Bank Karlsruhe
6,351,70.31,8,0.0598290598290598,0.20031339031339,0.28571428571428603,0,2020/09/29 18:09:01,male,Karlsruhe,BB Bank Karlsruhe
5,1610,93.67,6,0.0031055900621118,0.0581801242236025,0.8,0,2020/12/08 21:02:05,male,Frankfurt,BB Bank Karlsruhe
5,1210,34.0,2,0.0140495867768595,0.028099173553719,0.470588235294118,0,2020/10/25 19:13:10,female,Frankfurt,Volksbank Karlsruhe
6,434,15.09,5,0.0046082949308755795,0.0347695852534562,3.0,0,2020/06/08 13:33:17,female,Stuttgart,Apple Pay
5,1716,28.0,6,0.013986013986014,0.0163170163170163,0.208333333333333,0,2020/08/17 16:23:55,male,Stuttgart,Volksbank Frankfurt
5,542,69.76,2,0.0350553505535055,0.128708487084871,0.210526315789474,0,2020/09/21 17:50:53,,Stuttgart,Volksbank Stuttgart
5,1629,58.91,2,0.0104358502148557,0.0361632903621854,0.17647058823529396,0,2020/01/29 08:09:26,female,München,Cash
4,969,82.38,6,0.022703818369453,0.085015479876161,0.454545454545455,0,2020/10/20 19:01:31,male,Frankfurt,Sparkasse Munchen
1,1177,82.53,0,0.0110450297366185,0.0701189464740867,0.615384615384615,0,2020/11/19 20:15:02,,Karlsruhe,Google Pay
1,326,93.09,0,0.0122699386503067,0.285552147239264,2.25,0,2020/10/05 18:25:36,female,München,BB Bank Karlsruhe
6,615,96.76,8,0.0308943089430894,0.157333333333333,0.210526315789474,0,2020/05/25 12:58:15,male,Stuttgart,Visa
4,120,41.28,0,0.0583333333333333,0.344,0.14285714285714302,0,2020/10/08 18:32:47,female,Karlsruhe,Sparkasse Karlsruhe
3,1467,70.58,9,0.007498295841854121,0.0481117927743695,0.6363636363636359,0,2020/06/30 14:25:23,female,Karlsruhe,Apple Pay
5,1620,83.68,3,0.008641975308641971,0.0516543209876543,0.28571428571428603,0,2020/05/19 12:42:57,female,Karlsruhe,Apple Pay
6,1816,14.92,4,0.0165198237885463,0.008215859030837,0.2,0,2020/07/06 14:42:10,female,Karlsruhe,Volksbank Karlsruhe
4,620,99.63,7,0.0032258064516129,0.16069354838709698,0.0,0,2020/01/27 08:04:02,male,Frankfurt,Mastercard
3,1374,52.01,4,0.000727802037845706,0.0378529839883552,3.0,0,2020/09/01 17:00:35,female,Stuttgart,Volksbank Karlsruhe
2,517,83.67,1,0.0290135396518375,0.16183752417795,0.0,0,2020/12/26 21:45:56,female,Stuttgart,Google Pay
2,940,73.36,9,0.00212765957446809,0.0780425531914894,1.0,0,2020/01/03 07:05:53,male,Frankfurt,Sparkasse Frankfurt
5,78,74.44,2,0.35897435897435903,0.954358974358974,0.0,0,2020/05/05 12:09:02,,München,Cash
4,1221,20.33,7,0.0221130221130221,0.0166502866502867,0.222222222222222,0,2020/04/25 11:43:26,male,Stuttgart,Sparkasse Munchen
1,81,6.18,4,0.234567901234568,0.0762962962962963,0.105263157894737,0,2020/02/27 09:22:33,,Frankfurt,BB Bank Karlsruhe
2,550,81.73,10,0.0545454545454545,0.1486,0.0,0,2020/06/28 14:22:23,female,Karlsruhe,Sparkasse Munchen
4,239,47.98,1,0.096234309623431,0.200753138075314,0.260869565217391,0,2020/12/17 21:24:49,male,Karlsruhe,Sparkasse Munchen
3,827,39.43,2,0.00846432889963724,0.0476783555018138,0.14285714285714302,0,2020/02/28 09:23:47,female,Frankfurt,Sparkasse Frankfurt
4,316,16.35,8,0.00949367088607595,0.0517405063291139,3.0,0,2020/04/06 10:58:15,male,Karlsruhe,Google Pay
5,805,51.76,4,0.0062111801242236,0.0642981366459627,2.2,0,2020/04/23 11:38:19,female,Frankfurt,Volksbank Karlsruhe
4,89,84.35,9,0.134831460674157,0.947752808988764,0.0833333333333333,0,2020/10/04 18:21:42,female,München,Volksbank Karlsruhe
5,401,20.27,6,0.00249376558603491,0.0505486284289277,2.0,0,2020/12/28 21:52:37,female,Karlsruhe,Apple Pay
4,933,82.79,9,0.00214362272240086,0.0887352625937835,3.0,0,2020/03/31 10:42:15,female,Stuttgart,Cash
2,1564,24.77,9,0.00447570332480818,0.0158375959079284,0.0,0,2020/09/30 18:13:30,male,Stuttgart,Sparkasse Karlsruhe
2,369,36.17,4,0.0569105691056911,0.0980216802168022,0.4761904761904761,0,2020/12/03 20:50:45,female,München,Google Pay
4,1155,73.36,10,0.0147186147186147,0.0635151515151515,0.647058823529412,0,2020/02/10 08:39:33,male,Karlsruhe,Visa
1,1782,13.34,1,0.0151515151515152,0.00748597081930415,0.185185185185185,1,2020/08/29 11:35:49,male,Frankfurt,Sparkasse Munchen
5,970,14.69,1,0.0288659793814433,0.0151443298969072,0.107142857142857,0,2020/07/06 14:40:56,female,Stuttgart,Sparkasse Stuttgart
4,1310,95.65,10,0.016030534351145,0.0730152671755725,0.0,0,2020/05/02 12:00:14,female,München,Volksbank Frankfurt
1,1542,9.99,10,0.0194552529182879,0.00647859922178988,0.0666666666666667,1,2020/12/17 13:43:31,female,Stuttgart,Mastercard
4,1735,83.37,5,0.0126801152737752,0.0480518731988473,0.454545454545455,0,2020/04/17 11:24:32,,Stuttgart,Cash
6,1083,35.82,7,0.00369344413665743,0.0330747922437673,1.0,0,2020/10/07 18:30:57,male,München,BB Bank Karlsruhe
1,883,74.69,2,0.0124575311438279,0.0845866364665912,1.0,0,2020/09/28 18:06:30,female,München,Apple Pay
6,52,70.03,6,0.0384615384615385,1.34673076923077,4.0,0,2020/08/01 15:44:24,female,Frankfurt,Volksbank Frankfurt
4,1568,99.64,2,0.0153061224489796,0.0635459183673469,0.125,0,2020/07/28 15:35:36,female,Stuttgart,Mastercard
5,50,53.55,8,0.08,1.071,0.75,0,2020/11/18 20:13:42,male,München,Google Pay
3,1203,31.51,1,0.0149625935162095,0.02619285120532,0.5,0,2020/10/09 18:34:56,female,München,Volksbank Karlsruhe
5,1618,60.74,10,0.0135970333745365,0.037540173053152,0.5,0,2020/08/20 16:31:23,female,München,Visa
6,1065,79.82,5,0.0253521126760563,0.0749483568075117,0.222222222222222,0,2020/01/15 07:34:34,male,Frankfurt,Apple Pay
3,1656,26.2,7,0.000603864734299517,0.0158212560386473,5.0,0,2020/11/09 19:49:53,,Frankfurt,Volksbank Stuttgart
2,1397,69.02,4,0.007158196134574091,0.0494058697208303,0.7,0,2020/09/15 17:36:43,,Frankfurt,BB Bank Karlsruhe
4,1405,43.3,9,0.007117437722419929,0.0308185053380783,0.4,0,2020/10/08 18:33:22,female,München,BB Bank Karlsruhe
2,1775,19.21,2,0.00112676056338028,0.0108225352112676,4.0,0,2020/08/20 16:30:40,female,Frankfurt,BB Bank Karlsruhe
6,1230,17.65,3,0.0048780487804878,0.014349593495935,1.5,0,2020/11/01 19:30:44,female,Karlsruhe,Volksbank Karlsruhe
2,931,68.85,9,0.0268528464017186,0.073952738990333,0.04,0,2020/12/15 21:18:19,male,Frankfurt,BB Bank Karlsruhe
3,1496,85.06,9,0.0020053475935828896,0.0568582887700535,2.3333333333333304,0,2020/01/15 07:35:57,female,Frankfurt,Google Pay
3,1501,42.54,7,0.00599600266489007,0.0283411059293804,1.11111111111111,0,2020/03/24 10:26:08,female,Karlsruhe,Volksbank Karlsruhe
3,1012,26.27,1,0.0049407114624505895,0.0259584980237154,0.0,0,2020/09/15 17:35:54,female,Frankfurt,Volksbank Stuttgart
4,451,67.08,10,0.0133037694013304,0.14873614190687398,1.33333333333333,0,2020/11/10 19:54:28,male,Karlsruhe,Mastercard
3,452,39.55,7,0.0530973451327434,0.0875,0.0,0,2020/12/09 21:04:36,female,Karlsruhe,Google Pay
6,486,91.58,2,0.0411522633744856,0.18843621399177,0.15,0,2020/05/01 11:57:47,female,Frankfurt,Volksbank Frankfurt
4,558,25.96,10,0.010752688172043,0.0465232974910394,0.33333333333333304,0,2020/03/02 09:32:12,male,München,BB Bank Karlsruhe
3,1569,19.5,2,0.00892288081580625,0.0124282982791587,0.42857142857142894,0,2020/02/20 09:04:11,male,München,Visa
6,552,3.78,6,0.0036231884057971,0.006847826086956521,4.0,0,2020/07/24 15:26:20,female,Stuttgart,Sparkasse Frankfurt
2,149,49.15,1,0.0201342281879195,0.329865771812081,1.6666666666666698,0,2020/12/22 21:36:37,female,München,Google Pay
1,994,81.79,4,0.0160965794768612,0.0822837022132797,0.5625,0,2020/11/06 19:42:33,male,Stuttgart,Volksbank Karlsruhe
1,1742,52.47,4,0.0103329506314581,0.0301205510907003,0.38888888888888895,0,2020/12/29 21:53:25,male,Karlsruhe,Volksbank Karlsruhe
2,1476,97.73,0,0.0101626016260163,0.0662127371273713,0.6,0,2020/11/23 20:24:18,female,Karlsruhe,Sparkasse Frankfurt
3,587,8.2,2,0.0323679727427598,0.01396933560477,0.578947368421053,0,2020/12/19 21:28:06,female,München,Sparkasse Munchen
1,824,25.31,9,0.0194174757281553,0.0307160194174757,0.0625,0,2020/09/29 18:10:57,,München,Cash
4,400,86.11,7,0.0025,0.215275,0.0,0,2020/10/28 19:22:32,male,München,Visa
1,1506,36.67,3,0.0119521912350598,0.0243492695883134,0.38888888888888895,0,2020/09/24 17:58:52,female,Stuttgart,Sparkasse Stuttgart
6,1635,98.26,10,0.00244648318042813,0.0600978593272171,0.0,0,2020/05/08 12:14:48,female,München,Cash
2,1294,89.66,3,0.0170015455950541,0.0692890262751159,0.363636363636364,0,2020/02/19 09:01:14,male,Frankfurt,Sparkasse Frankfurt
4,1520,49.67,6,0.0177631578947368,0.0326776315789474,0.185185185185185,0,2020/09/19 17:44:49,,Karlsruhe,Volksbank Frankfurt
6,1283,89.36,2,0.0233826968043648,0.0696492595479345,0.23333333333333306,0,2020/09/17 17:41:17,male,Karlsruhe,Apple Pay
4,976,15.59,9,0.0297131147540984,0.0159733606557377,0.206896551724138,0,2020/01/27 08:05:40,male,Frankfurt,Volksbank Karlsruhe
4,1793,4.58,1,0.0161740100390407,0.00255437813720022,0.241379310344828,0,2020/05/25 12:58:37,male,Karlsruhe,Mastercard
2,95,79.98,0,0.23157894736842105,0.8418947368421049,0.0909090909090909,0,2020/03/07 09:42:36,,Karlsruhe,Volksbank Stuttgart
4,946,92.48,1,0.0179704016913319,0.0977589852008457,0.588235294117647,0,2020/03/04 09:36:27,male,Karlsruhe,Apple Pay
5,450,13.67,2,0.0577777777777778,0.0303777777777778,0.192307692307692,0,2020/09/24 17:57:48,female,Karlsruhe,Cash
5,1778,66.21,10,0.0050618672665916796,0.0372384701912261,0.7777777777777779,0,2020/05/15 12:32:44,male,Karlsruhe,Cash
5,1461,16.45,9,0.0157426420260096,0.0112594113620808,0.0,0,2020/11/08 19:48:35,,Karlsruhe,Visa
5,1248,58.5,5,0.0240384615384615,0.046875,0.3,0,2020/10/11 18:39:29,female,München,BB Bank Karlsruhe
2,1646,62.93,5,0.00243013365735115,0.038232077764277,0.75,0,2020/10/01 18:15:58,male,München,Volksbank Stuttgart
2,137,66.41,6,0.0510948905109489,0.484744525547445,1.28571428571429,0,2020/02/17 08:57:29,female,Stuttgart,Apple Pay
2,214,14.17,4,0.0560747663551402,0.066214953271028,0.0,0,2020/08/19 16:30:07,female,Karlsruhe,BB Bank Karlsruhe
6,1826,42.12,10,0.00985761226725082,0.0230668127053669,0.222222222222222,0,2020/03/23 10:22:22,female,Karlsruhe,Cash
1,901,31.16,9,0.0277469478357381,0.0345837957824639,0.16,1,2020/10/20 12:35:54,male,München,Cash
1,1692,21.21,10,0.00709219858156028,0.0125354609929078,0.33333333333333304,0,2020/11/27 20:34:47,,München,Apple Pay
1,1129,87.01,2,0.00620017714791851,0.0770682019486271,1.0,0,2020/05/04 12:05:37,male,Stuttgart,Volksbank Karlsruhe
5,808,52.65,5,0.0185643564356436,0.0651608910891089,0.666666666666667,0,2020/02/13 08:47:00,female,München,Apple Pay
2,119,57.6,1,0.0672268907563025,0.4840336134453781,0.875,0,2020/12/25 21:43:10,male,München,Apple Pay
2,1021,6.24,10,0.0029382957884427,0.00611165523996082,0.33333333333333304,0,2020/11/29 20:39:32,female,Karlsruhe,BB Bank Karlsruhe
5,94,61.31,3,0.202127659574468,0.652234042553192,0.0526315789473684,0,2020/02/29 09:27:13,female,Karlsruhe,Sparkasse Frankfurt
2,1561,76.66,7,0.00704676489429853,0.0491095451633568,0.363636363636364,0,2020/09/13 17:30:11,female,Stuttgart,Apple Pay
4,1636,5.71,5,0.0134474327628362,0.00349022004889976,0.0454545454545455,0,2020/10/05 18:25:34,female,Stuttgart,BB Bank Karlsruhe
4,517,39.77,5,0.0367504835589942,0.0769245647969052,0.368421052631579,0,2020/10/21 19:03:56,male,Karlsruhe,Volksbank Stuttgart
2,567,94.25,3,0.0299823633156966,0.166225749559083,0.529411764705882,0,2020/03/21 10:17:40,female,Frankfurt,Sparkasse Munchen
2,571,33.67,10,0.0490367775831874,0.0589667250437828,0.214285714285714,1,2020/06/14 10:08:08,female,Frankfurt,Apple Pay
3,321,33.01,6,0.0747663551401869,0.102834890965732,0.208333333333333,0,2020/05/02 12:02:11,female,München,Visa
2,1187,64.15,9,0.0033698399326032,0.0540438079191238,0.5,0,2020/12/29 21:54:55,male,Stuttgart,Apple Pay
2,358,5.31,10,0.0335195530726257,0.0148324022346369,0.0,0,2020/01/27 08:05:32,female,Stuttgart,Sparkasse Munchen
2,1688,52.49,5,0.004739336492891,0.031095971563981008,0.375,0,2020/05/19 12:42:17,female,München,Cash
5,381,68.41,2,0.0131233595800525,0.179553805774278,0.8,0,2020/11/11 19:55:10,female,Stuttgart,BB Bank Karlsruhe
6,858,15.69,3,0.0163170163170163,0.0182867132867133,0.14285714285714302,0,2020/03/08 09:45:05,female,München,Visa
1,1666,93.56,6,0.0078031212484994,0.0561584633853541,0.4615384615384621,0,2020/12/21 21:35:21,male,Karlsruhe,Sparkasse Munchen
2,618,30.94,8,0.0161812297734628,0.0500647249190939,0.6,0,2020/08/27 16:48:56,female,Karlsruhe,Visa
5,269,35.05,4,0.0706319702602231,0.130297397769517,0.157894736842105,0,2020/10/14 18:46:17,female,München,Visa
6,1107,46.63,8,0.010840108401084,0.042122854561879,0.916666666666667,0,2020/03/26 10:30:26,female,Stuttgart,BB Bank Karlsruhe
3,471,96.93,3,0.0445859872611465,0.20579617834394895,0.42857142857142894,0,2020/09/25 18:00:21,female,Karlsruhe,Volksbank Stuttgart
1,472,84.08,10,0.00423728813559322,0.178135593220339,2.0,0,2020/06/21 14:04:41,male,Frankfurt,Volksbank Stuttgart
6,426,13.15,10,0.0586854460093897,0.030868544600939,0.24,0,2020/09/28 18:06:43,female,Karlsruhe,Volksbank Frankfurt
3,238,16.65,0,0.11764705882352902,0.0699579831932773,0.3928571428571429,0,2020/01/16 07:37:25,male,München,Volksbank Stuttgart
5,755,48.92,8,0.033112582781457005,0.064794701986755,0.08,0,2020/07/23 15:22:04,female,München,Volksbank Stuttgart
1,383,66.13,1,0.0522193211488251,0.17266318537859,0.05,0,2020/10/28 19:22:30,male,Frankfurt,BB Bank Karlsruhe
6,1210,80.37,0,0.012396694214876,0.0664214876033058,0.2,0,2020/11/27 20:34:18,female,Karlsruhe,Cash
6,929,46.01,7,0.0247578040904198,0.0495263724434876,0.39130434782608703,0,2020/08/31 16:59:46,female,Frankfurt,Volksbank Stuttgart
3,1731,76.79,2,0.0103986135181976,0.0443616406701329,0.166666666666667,0,2020/03/17 10:08:35,female,München,Cash
3,616,38.62,2,0.0438311688311688,0.0626948051948052,0.037037037037037,0,2020/06/03 13:19:10,female,München,BB Bank Karlsruhe
6,1032,80.97,10,0.0290697674418605,0.0784593023255814,0.3666666666666671,0,2020/04/26 11:47:05,female,München,Sparkasse Munchen
3,1536,79.94,9,0.00325520833333333,0.0520442708333333,1.0,0,2020/12/22 21:36:52,female,Frankfurt,Volksbank Karlsruhe
4,160,89.67,5,0.00625,0.5604375,8.0,0,2020/05/02 12:00:13,male,Stuttgart,Sparkasse Stuttgart
1,1262,40.27,5,0.0182250396196513,0.0319096671949287,0.130434782608696,1,2020/11/29 13:23:01,female,München,Volksbank Stuttgart
6,573,44.11,3,0.043630017452007,0.0769808027923211,0.44,0,2020/11/19 20:16:24,,Karlsruhe,Visa
2,585,89.34,9,0.0136752136752137,0.152717948717949,1.375,0,2020/06/16 13:51:36,,Karlsruhe,Volksbank Frankfurt
3,738,7.61,7,0.032520325203252,0.0103116531165312,0.29166666666666696,0,2020/01/11 07:26:04,female,Stuttgart,Sparkasse Stuttgart
1,1122,86.21,0,0.0151515151515152,0.0768360071301248,0.411764705882353,0,2020/05/17 12:39:15,female,München,Volksbank Karlsruhe
6,1546,92.65,2,0.00323415265200517,0.0599288486416559,1.0,0,2020/02/08 08:35:34,male,Stuttgart,Sparkasse Munchen
3,836,18.29,9,0.0167464114832536,0.021877990430622,0.5,0,2020/04/15 11:19:57,female,Stuttgart,Volksbank Stuttgart
3,1584,34.22,6,0.0132575757575758,0.0216035353535354,0.38095238095238093,0,2020/12/27 21:49:19,,Stuttgart,BB Bank Karlsruhe
4,877,69.95,7,0.0022805017103762807,0.0797605473204105,1.0,0,2020/10/26 19:15:45,male,Karlsruhe,Apple Pay
4,1292,66.07,9,0.0038699690402476798,0.0511377708978328,0.0,0,2020/03/10 09:49:59,,Stuttgart,Sparkasse Karlsruhe
5,1567,89.94,6,0.01914486279515,0.0573962986598596,0.3,0,2020/07/06 14:41:46,female,München,Google Pay
4,1603,49.42,10,0.0124766063630692,0.0308296943231441,0.15,0,2020/11/16 20:09:02,female,Frankfurt,Volksbank Karlsruhe
1,453,64.19,1,0.0132450331125828,0.141699779249448,1.6666666666666698,0,2020/10/04 18:21:27,male,Karlsruhe,Volksbank Stuttgart
1,518,70.73,1,0.0366795366795367,0.136544401544402,0.315789473684211,0,2020/04/01 10:45:42,female,München,Cash
1,1533,3.12,1,0.0045662100456621,0.00203522504892368,1.0,0,2020/04/17 11:24:27,male,Stuttgart,Volksbank Karlsruhe
6,1746,87.99,2,0.011454753722795,0.0503951890034364,0.0,0,2020/05/13 12:28:59,male,Karlsruhe,Cash
3,9,22.6,2,2.1111111111111103,2.5111111111111097,0.368421052631579,0,2020/02/27 09:20:40,male,Stuttgart,BB Bank Karlsruhe
2,949,8.38,10,0.0200210748155954,0.00883034773445732,0.263157894736842,0,2020/06/29 14:23:22,male,Stuttgart,BB Bank Karlsruhe
1,264,89.38,5,0.0416666666666667,0.338560606060606,0.363636363636364,0,2020/03/23 10:23:19,male,München,Volksbank Frankfurt
5,606,32.18,6,0.0462046204620462,0.0531023102310231,0.3928571428571429,0,2020/07/12 14:54:48,male,Stuttgart,Volksbank Stuttgart
5,642,73.45,10,0.043613707165109004,0.114408099688474,0.3571428571428571,0,2020/04/21 11:33:20,female,Stuttgart,Apple Pay
1,201,91.28,3,0.124378109452736,0.454129353233831,0.0,0,2020/11/04 19:39:06,,München,BB Bank Karlsruhe
1,1540,97.98,5,0.0155844155844156,0.0636233766233766,0.166666666666667,1,2020/10/16 12:31:13,male,Karlsruhe,Sparkasse Karlsruhe
2,548,70.39,9,0.0273722627737226,0.128448905109489,0.33333333333333304,0,2020/03/07 09:42:57,male,München,Sparkasse Stuttgart
4,943,70.03,1,0.004241781548250271,0.0742629904559915,0.0,0,2020/07/29 15:38:24,,Frankfurt,Sparkasse Frankfurt
1,239,72.65,1,0.0251046025104603,0.30397489539749,1.5,0,2020/05/27 13:02:06,male,Stuttgart,BB Bank Karlsruhe
4,1027,10.3,1,0.0262901655306719,0.0100292112950341,0.222222222222222,0,2020/04/20 11:30:54,male,Stuttgart,Volksbank Stuttgart
2,73,74.37,7,0.31506849315068497,1.01876712328767,0.17391304347826098,0,2020/11/29 20:40:38,female,München,Sparkasse Stuttgart
2,364,62.82,8,0.0659340659340659,0.172582417582418,0.33333333333333304,0,2020/02/25 09:15:55,male,Karlsruhe,Volksbank Frankfurt
2,1352,29.19,5,0.0177514792899408,0.0215902366863905,0.208333333333333,0,2020/04/19 11:29:17,female,Frankfurt,Sparkasse Frankfurt
1,1485,26.27,6,0.0181818181818182,0.0176902356902357,0.148148148148148,1,2020/07/30 11:01:52,female,Frankfurt,Volksbank Frankfurt
4,1758,58.48,1,0.0159271899886234,0.0332650739476678,0.0357142857142857,0,2020/05/18 12:40:52,female,Stuttgart,Sparkasse Frankfurt
3,1634,75.66,7,0.00305997552019584,0.0463035495716034,2.2,0,2020/06/21 14:03:10,female,München,Google Pay
2,1423,53.52,0,0.0203794799718904,0.037610681658468,0.0,0,2020/03/30 10:39:57,female,Karlsruhe,Sparkasse Karlsruhe
5,1718,48.24,7,0.00407450523864959,0.0280791618160652,0.14285714285714302,0,2020/05/17 12:37:45,male,Frankfurt,Google Pay
5,1276,92.71,2,0.0007836990595611282,0.0726567398119122,3.0,0,2020/12/28 21:50:57,female,Frankfurt,Mastercard
6,1136,90.04,7,0.0008802816901408449,0.0792605633802817,1.0,0,2020/07/26 15:29:04,female,Stuttgart,Visa
3,1528,36.01,5,0.0130890052356021,0.0235667539267016,0.05,0,2020/01/01 07:01:21,female,Frankfurt,Cash
5,290,23.21,5,0.0206896551724138,0.0800344827586207,0.0,0,2020/03/08 09:45:43,male,Karlsruhe,Sparkasse Stuttgart
1,274,37.48,3,0.0802919708029197,0.136788321167883,0.409090909090909,0,2020/03/11 09:52:55,female,Karlsruhe,Mastercard
1,1077,50.2,3,0.0278551532033426,0.04661095636026,0.1,1,2020/07/15 10:44:22,female,Frankfurt,Sparkasse Munchen
2,767,90.66,4,0.0169491525423729,0.118200782268579,0.384615384615385,0,2020/05/25 12:57:05,female,München,Sparkasse Stuttgart
5,43,7.78,6,0.627906976744186,0.18093023255814,0.0,0,2020/10/31 19:27:46,female,München,Mastercard
2,1607,7.72,10,0.0074673304293715,0.004803982576229,0.33333333333333304,0,2020/06/03 13:19:08,male,Karlsruhe,Cash
2,1656,87.74,4,0.000603864734299517,0.0529830917874396,8.0,0,2020/10/22 19:07:25,female,Stuttgart,Sparkasse Munchen
3,515,51.33,0,0.0330097087378641,0.0996699029126214,0.470588235294118,0,2020/01/04 07:09:41,female,Stuttgart,Sparkasse Karlsruhe
1,1548,79.58,7,0.0122739018087855,0.0514082687338501,0.526315789473684,1,2020/11/26 13:19:33,,Frankfurt,Mastercard
5,1154,9.8,9,0.0251299826689775,0.00849220103986135,0.0689655172413793,0,2020/11/08 19:49:13,,Frankfurt,Volksbank Frankfurt
4,1799,60.27,8,0.00333518621456365,0.0335019455252918,1.33333333333333,0,2020/12/17 21:24:38,female,Karlsruhe,Sparkasse Stuttgart
5,1337,17.13,6,0.0216903515332835,0.0128122662677636,0.241379310344828,0,2020/07/18 15:11:37,female,München,Cash
4,479,29.84,1,0.00208768267223382,0.0622964509394572,4.0,0,2020/02/03 08:22:54,male,Karlsruhe,BB Bank Karlsruhe
2,1805,13.89,5,0.00443213296398892,0.007695290858725759,1.125,0,2020/11/28 20:38:29,male,Frankfurt,Volksbank Frankfurt
6,163,57.22,0,0.0674846625766871,0.351042944785276,0.0,0,2020/03/26 10:31:06,female,Frankfurt,Sparkasse Munchen
3,1496,25.76,1,0.00267379679144385,0.0172192513368984,1.5,0,2020/03/19 10:12:31,male,Stuttgart,Cash
4,1423,87.2,8,0.0154602951510892,0.0612789880534083,0.181818181818182,0,2020/09/03 17:06:28,female,Karlsruhe,Visa
1,13,10.24,8,0.538461538461538,0.787692307692308,0.5714285714285711,0,2020/06/03 13:19:54,,München,BB Bank Karlsruhe
5,1657,84.29,4,0.00422450211225106,0.0508690404345202,0.857142857142857,0,2020/05/18 12:39:53,male,Stuttgart,Apple Pay
4,86,52.68,5,0.0697674418604651,0.612558139534884,0.166666666666667,0,2020/07/29 15:37:04,female,München,Apple Pay
6,917,41.98,3,0.007633587786259541,0.0457797164667394,0.5714285714285711,0,2020/04/03 10:49:42,female,Frankfurt,Visa
5,1593,62.74,3,0.0175768989328311,0.0393848085373509,0.3571428571428571,0,2020/11/21 20:19:11,male,Karlsruhe,Volksbank Frankfurt
5,563,21.35,10,0.00177619893428064,0.0379218472468917,10.0,0,2020/02/13 08:45:46,female,Stuttgart,Volksbank Frankfurt
4,445,46.42,10,0.0449438202247191,0.10431460674157303,0.3,0,2020/03/26 10:29:28,male,München,Sparkasse Frankfurt
5,874,33.7,10,0.028604118993135,0.038558352402746,0.08,0,2020/09/24 17:58:50,male,Stuttgart,Sparkasse Frankfurt
3,544,80.15,10,0.007352941176470591,0.147334558823529,1.0,0,2020/06/05 13:24:47,female,München,Sparkasse Munchen
6,48,46.48,7,0.29166666666666696,0.9683333333333328,0.14285714285714302,0,2020/12/30 21:55:52,female,Stuttgart,Google Pay
5,732,83.35,2,0.0286885245901639,0.113866120218579,0.0,0,2020/06/17 13:54:42,female,Stuttgart,Volksbank Stuttgart
4,1385,70.6,10,0.0122743682310469,0.0509747292418773,0.235294117647059,0,2020/09/07 17:14:49,female,Frankfurt,Apple Pay
5,1812,40.83,1,0.0022075055187638,0.0225331125827815,2.0,0,2020/08/11 16:09:28,female,Karlsruhe,Cash
5,671,22.55,7,0.0327868852459016,0.0336065573770492,0.0,0,2020/08/04 15:53:03,female,Karlsruhe,Sparkasse Karlsruhe
4,439,86.23,10,0.0592255125284738,0.19642369020501105,0.192307692307692,0,2020/11/02 19:34:17,,Karlsruhe,Sparkasse Munchen
1,934,94.3,0,0.0139186295503212,0.100963597430407,0.23076923076923106,0,2020/03/21 10:17:40,female,Karlsruhe,Apple Pay
1,825,42.09,5,0.0327272727272727,0.0510181818181818,0.222222222222222,1,2020/11/02 12:51:07,female,Frankfurt,Volksbank Karlsruhe
6,1510,41.42,10,0.0033112582781457,0.0274304635761589,0.2,0,2020/06/27 14:18:34,female,Karlsruhe,Volksbank Stuttgart
5,194,99.76,7,0.0824742268041237,0.514226804123711,0.625,0,2020/04/19 11:29:06,female,Frankfurt,Volksbank Frankfurt
5,1701,88.92,8,0.00881834215167548,0.0522751322751323,0.133333333333333,0,2020/10/19 18:59:19,male,Frankfurt,Volksbank Frankfurt
2,1379,99.76,4,0.0101522842639594,0.0723422770123278,0.0714285714285714,0,2020/04/26 11:45:46,female,Frankfurt,Volksbank Stuttgart
